,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,est_mll,est_mlm,config_mll,config_mlm,loss_Y,fs_loss_mll,fs_loss_mlm
38,0.87688371940835,0.7423013672659554,1.0114660715507446,1.1058181297237502,0.6537734496668586,lgbm,rf,"{'n_estimators': 12, 'num_leaves': 4, 'min_child_samples': 20, 'learning_rate': 0.22888224785969852, 'log_max_bin': 9, 'colsample_bytree': 1.0, 'reg_alpha': 0.028804827595474276, 'reg_lambda': 0.1696732308228364}","{'n_estimators': 6, 'max_features': 0.13468862523744118, 'max_leaves': 10, 'criterion': 'gini'}",1.3526235175141121,1.4123946302442236,0.7119715687371713
39,0.7642806955816833,0.6268958892977983,0.9016655018655684,1.1369902035261914,0.6012586983395558,xgb_limitdepth,xgb_limitdepth,"{'n_estimators': 104, 'max_depth': 2, 'min_child_weight': 3.1204560001528354, 'learning_rate': 0.11172103820992707, 'subsample': 0.989136898992892, 'colsample_bylevel': 0.6714611694303566, 'colsample_bytree': 0.9171427905839893, 'reg_alpha': 0.009487296541348228, 'reg_lambda': 0.007680353074219767}","{'n_estimators': 7, 'max_depth': 1, 'min_child_weight': 31.29293665196877, 'learning_rate': 1.0, 'subsample': 0.8400678876720253, 'colsample_bylevel': 0.40462108715943584, 'colsample_bytree': 0.7769883109747882, 'reg_alpha': 0.008415137117079204, 'reg_lambda': 3.4164133407489388}",1.312141437397534,1.3695736090981514,0.6991124356595978
40,0.8887725137914957,0.7474605971584992,1.030084430424492,1.444163207423997,0.6380466336717617,extra_tree,extra_tree,"{'n_estimators': 5, 'max_features': 0.8378314589682367, 'max_leaves': 16}","{'n_estimators': 4, 'max_features': 0.07071067811865475, 'max_leaves': 42, 'criterion': 'gini'}",1.4691139798661075,1.5294597762145363,0.705083354488489
41,0.840665356705026,0.7114525655778093,0.9698781478322426,1.1985467559059766,0.6486460436763688,lgbm,rf,"{'n_estimators': 115, 'num_leaves': 5, 'min_child_samples': 9, 'learning_rate': 0.07482543192415346, 'log_max_bin': 8, 'colsample_bytree': 0.8629776239843304, 'reg_alpha': 0.0012317261797722217, 'reg_lambda': 0.058059374223641554}","{'n_estimators': 4, 'max_leaves': 6, 'max_features': 0.7694783151416735, 'criterion': 'gini'}",1.2748117719524328,1.3014411404587294,0.7031199160087037
42,0.809388821136446,0.6616809488011356,0.9570966934717563,1.2944260495029567,0.6327082114274034,lgbm,lgbm,"{'n_estimators': 6, 'num_leaves': 11, 'min_child_samples': 5, 'learning_rate': 0.44975829928083955, 'log_max_bin': 10, 'colsample_bytree': 0.8731068720710111, 'reg_alpha': 0.0016212706920939064, 'reg_lambda': 1.2738328577183837}","{'n_estimators': 4, 'num_leaves': 5, 'min_child_samples': 25, 'learning_rate': 1.0, 'log_max_bin': 7, 'colsample_bytree': 0.8312331852941641, 'reg_alpha': 0.0009765625, 'reg_lambda': 7.391334349740164}",1.455160144400872,1.516165618545267,0.697539345903903
43,0.9344751985973245,0.7890320532634673,1.0799183439311817,1.318472624341694,0.6126017270450053,xgboost,lgbm,"{'n_estimators': 8, 'max_leaves': 6, 'min_child_weight': 1.6947595926069179, 'learning_rate': 1.0, 'subsample': 0.9112260537603014, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.9524959797660157, 'reg_alpha': 0.0009765625, 'reg_lambda': 454.87179332435994}","{'n_estimators': 67, 'num_leaves': 29, 'min_child_samples': 7, 'learning_rate': 0.029666340397877203, 'log_max_bin': 7, 'colsample_bytree': 0.7713193707367519, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.02115371140955599}",1.34887457331195,1.4329930514791698,0.6643455225919234
44,0.9011627069583374,0.7664368041326481,1.0358886097840267,1.2173967322336952,0.648849367648061,extra_tree,rf,"{'n_estimators': 7, 'max_features': 0.9178729375601687, 'max_leaves': 15}","{'n_estimators': 14, 'max_features': 0.1356034645570534, 'max_leaves': 10, 'criterion': 'gini'}",1.2998650130426812,1.372674376591029,0.686358649757503
45,0.7914540931566598,0.6591015506089519,0.9238066357043677,1.0622795698218606,0.6142143539938272,lgbm,xgboost,"{'n_estimators': 8, 'num_leaves': 4, 'min_child_samples': 11, 'learning_rate': 0.7094412839879204, 'log_max_bin': 6, 'colsample_bytree': 0.759579264699295, 'reg_alpha': 0.0009765625, 'reg_lambda': 40.26943169790736}","{'n_estimators': 4, 'max_leaves': 4, 'min_child_weight': 0.030737079121443852, 'learning_rate': 0.7779821178731411, 'subsample': 0.8505006720964788, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.0021432712038955905}",1.373679681426283,1.44006887579269,0.72614559722735
46,0.8478149242399022,0.7135678499601465,0.9820619985196579,1.3954032567067123,0.6069351347053752,lgbm,xgb_limitdepth,"{'n_estimators': 26, 'num_leaves': 4, 'min_child_samples': 53, 'learning_rate': 0.30431692847479797, 'log_max_bin': 10, 'colsample_bytree': 1.0, 'reg_alpha': 0.17190792520767534, 'reg_lambda': 12.896545059831714}","{'n_estimators': 24, 'max_depth': 4, 'min_child_weight': 19.64498504837697, 'learning_rate': 0.2565871516056771, 'subsample': 1.0, 'colsample_bylevel': 0.9669481169317689, 'colsample_bytree': 0.9895436611024311, 'reg_alpha': 0.0009765625, 'reg_lambda': 10.830895519095275}",1.2784681324557154,1.357114827106389,0.6946017232394263
47,0.7744494412012769,0.6443882055739004,0.9045106768286534,1.1839575889724763,0.6478142122337054,xgboost,lgbm,"{'n_estimators': 17, 'max_leaves': 5, 'min_child_weight': 18.11279565726949, 'learning_rate': 0.16456337658641548, 'subsample': 0.8353282086509437, 'colsample_bylevel': 0.7958598956263491, 'colsample_bytree': 0.9853350855592888, 'reg_alpha': 0.0013253721908274404, 'reg_lambda': 0.23530778490516455}","{'n_estimators': 10, 'num_leaves': 4, 'min_child_samples': 57, 'learning_rate': 0.6199067817779661, 'log_max_bin': 10, 'colsample_bytree': 0.9322847088359298, 'reg_alpha': 0.014228131044422688, 'reg_lambda': 0.17851333855008195}",1.0179880663163374,1.298653018598737,0.7462805047681725
48,0.7372491958582931,0.607693738187966,0.8668046535286201,0.9162645380549589,0.5809125844023976,extra_tree,xgboost,"{'n_estimators': 5, 'max_features': 0.7562871641795689, 'max_leaves': 12}","{'n_estimators': 6, 'max_leaves': 8, 'min_child_weight': 0.7694377042261122, 'learning_rate': 0.8103253080089713, 'subsample': 1.0, 'colsample_bylevel': 0.9088550158793876, 'colsample_bytree': 0.7967145599266738, 'reg_alpha': 0.058176484040363505, 'reg_lambda': 4.081433281365178}",1.3043181106677777,1.3835025664791645,0.7470708637321948
49,0.7619270827393132,0.6337702772160541,0.8900838882625723,0.8439420664322749,0.620880858844522,xgb_limitdepth,rf,"{'n_estimators': 84, 'max_depth': 6, 'min_child_weight': 13.293253922901487, 'learning_rate': 0.09287965362774876, 'subsample': 1.0, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.02285464098536842, 'reg_lambda': 0.36949668577382555}","{'n_estimators': 4, 'max_features': 0.12048145670176752, 'max_leaves': 7, 'criterion': 'entropy'}",1.1977386935565104,1.2492936252416127,0.6903674084117434
50,0.7269207145556154,0.5899419997178287,0.863899429393402,1.1343335358561104,0.6169875291814635,xgb_limitdepth,lgbm,"{'n_estimators': 46, 'max_depth': 7, 'min_child_weight': 27.630479770790515, 'learning_rate': 0.25646867004190377, 'subsample': 0.9938762824553662, 'colsample_bylevel': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0034413810665221054, 'reg_lambda': 24.335884059441184}","{'n_estimators': 5, 'num_leaves': 8, 'min_child_samples': 3, 'learning_rate': 0.5964734018365548, 'log_max_bin': 8, 'colsample_bytree': 1.0, 'reg_alpha': 0.022486097104280633, 'reg_lambda': 2.8468050518986003}",1.304118897144843,1.3620769642327,0.7138594915804115
